"","Type","SMILES.1"
"6659","COS(C)(=O)=O","COS(C)(=O)=O"
"6660","CCN1CCCC1CNC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","CCN1CCCC1CNC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1"
"6661","Cl.CN(C)CCN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O","Cl.CN(C)CCN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CSC(N)=N1)C2=O)C(O)=O"
"6662","CN1C(N)=C(N=O)C(=O)N(C)C1=O","CN1C(N)=C(N=O)C(=O)N(C)C1=O"
"6663","CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1","CC(C)OC1=CC(NC(=O)C2=C(C=CC=C2)C(F)(F)F)=CC=C1"
"6664","CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1","CC(C)(C)C(=O)CCC1=CC=C(Cl)C=C1"
"6665","CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O","CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O"
"6666","ClC1=CC(=CC=C1)N1CCNCC1","ClC1=CC(=CC=C1)N1CCNCC1"
"6667","CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1","CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1"
"6668","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1"
"6669","CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1","CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1"
"6670","CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C","CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C"
"6671","COC1=CC(=CC(C(O)=O)=C1OC)S(N)(=O)=O","COC1=CC(=CC(C(O)=O)=C1OC)S(N)(=O)=O"
"6672","COC1=C(OC)C(=CC(=C1)S(N)(=O)=O)C(=O)NCC1CCCN1CC=C","COC1=C(OC)C(=CC(=C1)S(N)(=O)=O)C(=O)NCC1CCCN1CC=C"
"6673","CCCCCCCCCCCCCCCCC(C(O)=O)C(O)(CC(O)=O)C(O)=O","CCCCCCCCCCCCCCCCC(C(O)=O)C(O)(CC(O)=O)C(O)=O"
"6674","C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2","C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2"
"6675","CC1=C(O)C(C=O)=C(CO)C=N1","CC1=C(O)C(C=O)=C(CO)C=N1"
"6676","CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1","CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1"
"6677","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C"
"6678","C1CN=C2CCCCCN2C1","C1CN=C2CCCCCN2C1"
"6679","ClCCN(CCCl)C1=CNC(=O)NC1=O","ClCCN(CCCl)C1=CNC(=O)NC1=O"
"6680","OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC2=CC=CC=C12","OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC2=CC=CC=C12"
"6681","Cl.COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C","Cl.COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C"
"6682","OS(O)(=O)=O.CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1","OS(O)(=O)=O.CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1"
"6683","C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1","C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1"
"6684","CC(C)(C)C1=CC(CCC(=O)OCC(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C","CC(C)(C)C1=CC(CCC(=O)OCC(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C"
"6685","Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O","Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"6686","CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl","CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl"
"6687","CNC(=N)NC(=O)NC1=C(C)C=CC=C1C","CNC(=N)NC(=O)NC1=C(C)C=CC=C1C"
"6688","N1C=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1","N1C=NC(=C1C1=CC=CC=C1)C1=CC=CC=C1"
"6689","CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F","CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F"
"6690","FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=C2C=CC=C3)=CC=C1","FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=C2C=CC=C3)=CC=C1"
"6691","O.[Br-].CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1","O.[Br-].CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1"
"6692","O.Br.COC1=CC2=C(C[C@@H]3C4CCCC[C@]24CCN3C)C=C1","O.Br.COC1=CC2=C(C[C@@H]3C4CCCC[C@]24CCN3C)C=C1"
"6693","CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C","CC(=C)C(=O)OCCCCCCCCCCOC(=O)C(C)=C"
"6694","CCCCC(CC)C(=O)OC(C)C","CCCCC(CC)C(=O)OC(C)C"
"6695","CCOC(=O)COC1=CC=C(C)C=C1","CCOC(=O)COC1=CC=C(C)C=C1"
"6696","N#CC(C#N)=C(C#N)C#N","N#CC(C#N)=C(C#N)C#N"
"6697","OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO","OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO"
"6698","O=C1CCCCCCCCCCOCCCCO1","O=C1CCCCCCCCCCOCCCCO1"
"6699","CN(C)CCCNCCCN(C)C","CN(C)CCCNCCCN(C)C"
"6700","CNNCC1=CC=C(C=C1)C(=O)NC(C)C","CNNCC1=CC=C(C=C1)C(=O)NC(C)C"
"6701","CN1CCN(CC1)C1=NC2=CC(F)=CC=C2CC2=C1C=CC=C2","CN1CCN(CC1)C1=NC2=CC(F)=CC=C2CC2=C1C=CC=C2"
"6702","CC(O)CN(CCCN(C)C)CCCN(C)C","CC(O)CN(CCCN(C)C)CCCN(C)C"
"6703","CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCO)SSC(CCO)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O","CC(N(CC1=C(N)N=C(C)N=C1)C=O)=C(CCO)SSC(CCO)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O"
"6704","NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O","NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O"
"6705","NC1=CC=C2N=C3N(CC2=C1)C(=O)C1=C3C=CC=C1","NC1=CC=C2N=C3N(CC2=C1)C(=O)C1=C3C=CC=C1"
"6706","[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O","[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O"
"6707","OC1=CC=C(C=C1)C1CNCCC2=C1C=C(O)C(O)=C2Cl","OC1=CC=C(C=C1)C1CNCCC2=C1C=C(O)C(O)=C2Cl"
"6708","[Na+].COC1=C([O-])C=C(C=C1)[N+]([O-])=O","[Na+].COC1=C([O-])C=C(C=C1)[N+]([O-])=O"
"6709","OC(=O)\C=C/C(O)=O.C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1","OC(=O)\C=C/C(O)=O.C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1"
"6710","CC1=CC(=O)OC2=CC(OCC#C)=CC=C12","CC1=CC(=O)OC2=CC(OCC#C)=CC=C12"
"6711","CCC\C=C\C=O","CCC\C=C\C=O"
"6712","CC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O","CC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O"
"6713","C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O","C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O"
"6714","OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1","OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1"
"6715","NC(=O)OCCCC1=CC=CC=C1","NC(=O)OCCCC1=CC=CC=C1"
"6716","O.O.O.[Na+].CNC([S-])=S","O.O.O.[Na+].CNC([S-])=S"
"6717","CC=C(C)C=CC=C(C)C","CC=C(C)C=CC=C(C)C"
"6718","C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1","C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1"
"6719","CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1","CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1"
"6720","OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O","OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O"
"6721","CCCCCCCCCCCC1=CC=CC=C1","CCCCCCCCCCCC1=CC=CC=C1"
"6722","OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O","OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O"
"6723","[O-][N+](=O)C1=CC=C(O1)\C=N\N1CCOC1=O","[O-][N+](=O)C1=CC=C(O1)\C=N\N1CCOC1=O"
"6724","Cl.Cl.FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1","Cl.Cl.FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1"
"6725","OCC1=CC=C(O1)C=O","OCC1=CC=C(O1)C=O"
"6726","[Cl-].C[N+](C)(C)CCO","[Cl-].C[N+](C)(C)CCO"
"6727","CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F","CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F"
"6728","O=C1CC(=O)NC(=O)N1","O=C1CC(=O)NC(=O)N1"
"6729","CO","CO"
"6730","CS(O)(=O)=O.CC1=CC(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)=CC2=C1NC(=O)CC2(C)C","CS(O)(=O)=O.CC1=CC(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)=CC2=C1NC(=O)CC2(C)C"
"6731","CC(C)O","CC(C)O"
"6732","CC(C)CCOCC(=O)OCC=C","CC(C)CCOCC(=O)OCC=C"
"6733","CC(C)=O","CC(C)=O"
"6734","[Na+].[Na+].OC(CC([O-])=O)C([O-])=O","[Na+].[Na+].OC(CC([O-])=O)C([O-])=O"
"6735","ClC(Cl)Cl","ClC(Cl)Cl"
"6736","CCOC(OCC)\C=C\CC\C=C/CC","CCOC(OCC)\C=C\CC\C=C/CC"
"6737","CS(C)=O","CS(C)=O"
"6738","COCC1=CC=C(COC)C=C1","COCC1=CC=C(COC)C=C1"
"6739","CS(C)(=O)=O","CS(C)(=O)=O"
"6740","CCCC1CCOC(C)S1","CCCC1CCOC(C)S1"
"6741","ClC(Cl)(Cl)C(Cl)(Cl)Cl","ClC(Cl)(Cl)C(Cl)(Cl)Cl"
"6742","CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO","CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO"
"6743","CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1","CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1"
"6744","CCC1=CC=C(C=C1)C1CCNCC1","CCC1=CC=C(C=C1)C1CCNCC1"
"6745","[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O","[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O"
"6746","CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O","CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O"
"6747","OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)C(O)CN)OC[C@]1(C)O","OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)C(O)CN)OC[C@]1(C)O"
"6748","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"6749","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"
"6750","CCC(C)(C)C1CCCCC1OC(C)=O","CCC(C)(C)C1CCCCC1OC(C)=O"
"6751","CC\C=C/CCOC(=O)C(\C)=C\C","CC\C=C/CCOC(=O)C(\C)=C\C"
"6752","CCCCCCOC(=O)C1=CC=CC=C1","CCCCCCOC(=O)C1=CC=CC=C1"
"6753","C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2","C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2"
"6754","CC(=O)N1CCN(CC1)C1=CC=C(O)C=C1","CC(=O)N1CCN(CC1)C1=CC=C(O)C=C1"
"6755","CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1","CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1"
"6756","CSC1=CN=C(C)C=N1","CSC1=CN=C(C)C=N1"
"6757","Cl.NC(=O)CC[C@H](NC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O","Cl.NC(=O)CC[C@H](NC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O"
"6758","CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C","CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C"
"6759","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C"
"6760","CN(C)P(=O)(N(C)C)N(C)C","CN(C)P(=O)(N(C)C)N(C)C"
"6761","CC1C=C(C)CCC1C=O","CC1C=C(C)CCC1C=O"
"6762","CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1"
"6763","CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C1=CC=CC=C1","CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C1=CC=CC=C1"
"6764","Cl.CN(C)[C@H]1[C@@H]2CC3C(=C(O)[C@]2(O)C(=O)C(C(=O)NCN2CCCC2)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O","Cl.CN(C)[C@H]1[C@@H]2CC3C(=C(O)[C@]2(O)C(=O)C(C(=O)NCN2CCCC2)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O"
"6765","CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1"
"6766","CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=CCCC(C)=O","CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=CCCC(C)=O"
"6767","CC(C)(CCC(O)=O)C(O)=O","CC(C)(CCC(O)=O)C(O)=O"
"6768","ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1","ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1"
"6769","CO[Si](OC)(OC)OC","CO[Si](OC)(OC)OC"
"6770","CCCO[Si](OCCC)(OCCC)OCCC","CCCO[Si](OCCC)(OCCC)OCCC"
"6771","CCC(CO)(COCC=C)COCC=C","CCC(CO)(COCC=C)COCC=C"
"6772","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C"
"6773","C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@]2(O)C#C","C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@]2(O)C#C"
"6774","[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O","[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O"
"6775","C[C@H]1CCC[C@@H](C)N1CCCC(O)(C1=CC=CC=C1)C1=CC=CC=N1","C[C@H]1CCC[C@@H](C)N1CCCC(O)(C1=CC=CC=C1)C1=CC=CC=N1"
"6776","C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C","C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C"
"6777","NS(=O)(=O)CC1=NOC2=C1C=CC=C2","NS(=O)(=O)CC1=NOC2=C1C=CC=C2"
"6778","CC1(C)CC2=C(O1)C(N)=CC=C2","CC1(C)CC2=C(O1)C(N)=CC=C2"
"6779","CC(C)C1=CC=C2OC3=C(C=C(C(O)=O)C(N)=N3)C(=O)C2=C1","CC(C)C1=CC=C2OC3=C(C=C(C(O)=O)C(N)=N3)C(=O)C2=C1"
"6780","CCCC[Sn](Cl)(Cl)CCCC","CCCC[Sn](Cl)(Cl)CCCC"
"6781","CCCCC[C@@H](O)C1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC(O)C(O)C(O)\C(C)=C\C=C\C=C\C=C\C=C\[C@@H](O)C(C)OC1=O","CCCCC[C@@H](O)C1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC(O)C(O)C(O)\C(C)=C\C=C\C=C\C=C\C=C\[C@@H](O)C(C)OC1=O"
"6782","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1"
"6783","CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1","CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1"
"6784","ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl","ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl"
"6785","FC1=CC2=C(OCC[C@]22NC(=O)NC2=O)C=C1","FC1=CC2=C(OCC[C@]22NC(=O)NC2=O)C=C1"
"6786","O=C1CCCN1C1CCCCC1","O=C1CCCN1C1CCCCC1"
"6787","NC(=O)C(Cl)Cl","NC(=O)C(Cl)Cl"
"6788","CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O","CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O"
"6789","Cl.CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O","Cl.CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O"
"6790","CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1"
"6791","[Na+].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1","[Na+].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1"
"6792","N[C@@H]1CONC1=O","N[C@@H]1CONC1=O"
"6793","C\C=C\C\C=C\C\C=C\CC=C","C\C=C\C\C=C\C\C=C\CC=C"
"6794","CO[Si](OC)(C1=CC=CC=C1)C1=CC=CC=C1","CO[Si](OC)(C1=CC=CC=C1)C1=CC=CC=C1"
"6795","CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C","CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C"
"6796","CN(N=O)C(N)=O","CN(N=O)C(N)=O"
"6797","CN(C1CCCCC1)C(=O)CCCOC1=CC=C2NC(=O)C=CC2=C1","CN(C1CCCCC1)C(=O)CCCOC1=CC=C2NC(=O)C=CC2=C1"
"6798","[Na+].COC1=CC=C(C=C1)\N=N\C1=C(OC)C=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1","[Na+].COC1=CC=C(C=C1)\N=N\C1=C(OC)C=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1"
"6799","COC1=CC(OCC(O)CN2CCN(CC2)C2=C(OC)C=CC=C2)=CC(OC)=C1OC","COC1=CC(OCC(O)CN2CCN(CC2)C2=C(OC)C=CC=C2)=CC(OC)=C1OC"
"6800","CCN(CC)C(C)=O","CCN(CC)C(C)=O"
"6801","BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2Br)C=C1Br","BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2Br)C=C1Br"
"6802","CCC(C)OC(C)CC","CCC(C)OC(C)CC"
"6803","CC1CC(CC2CCC(N)C(C)C2)CCC1N","CC1CC(CC2CCC(N)C(C)C2)CCC1N"
"6804","CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br","CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br"
"6805","OC(=O)\C=C\C(O)=O.CN(C)CCC1=CNC2=CC=CC=C12","OC(=O)\C=C\C(O)=O.CN(C)CCC1=CNC2=CC=CC=C12"
"6806","NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1"
"6807","CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1","CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1"
"6808","CCOC(=O)[C@H](C)O","CCOC(=O)[C@H](C)O"
"6809","CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1","CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1"
"6810","CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2","CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2"
"6811","[Na+].[Na+].CN1C(CNC2=CC=C(C=C2)C(=O)NC(CCC([O-])=O)C([O-])=O)CNC2=NC(N)=NC(O)=C12","[Na+].[Na+].CN1C(CNC2=CC=C(C=C2)C(=O)NC(CCC([O-])=O)C([O-])=O)CNC2=NC(N)=NC(O)=C12"
"6812","CCCOCCOCCO","CCCOCCOCCO"
"6813","COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1","COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1"
"6814","OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"6815","CCCCC(CC)COC(=O)C(C)=C","CCCCC(CC)COC(=O)C(C)=C"
